year,make,Model,baseModel,cityE,combE,highwayE,drive,id,range,rangeCity,rangeHwy,UCity,UHighway,evMotor,trany,kWhpmCity,kWhpmComb,kWhpmHighway,co2pm
2022,Volkswagen,ID.4 Pro,ID.4,29,32,35,Rear-Wheel Drive,45259,275,296.1,249.2,169.56,142.73,150 kW AC 3-Phase,Automatic (A1),0.29,0.32,0.35,103.68
2023,Toyota,bZ4X AWD,bZ4X,30,32,36,All-Wheel Drive,45758,228,0,0,170.4,140.4,80 and 150 kW AC Synchronous,Automatic (A1),0.3,0.32,0.36,103.68
2023,Lexus,RZ 450e AWD (18 inch Wheels),RZ,28.78,32,34.03,All-Wheel Drive,46986,220,236.4,200,167.3,141.5,80 and 150 kW AC Synchronous,Automatic (A1),0.2878,0.32,0.3403,103.68
2024,Subaru,Solterra AWD,Solterra,30,32,36,All-Wheel Drive,47482,227,245,205,170.6,140.6,80 and 80 kW AC Synchronous,Automatic (A1),0.3,0.32,0.36,103.68
2024,Toyota,bZ4X AWD,bZ4X,30,32,36,All-Wheel Drive,47920,228,248,204,170.4,140.4,80 and 80 kW AC Synchronous,Automatic (A1),0.3,0.32,0.36,103.68
2025,Subaru,Solterra AWD,Solterra,30,32,36,All-Wheel Drive,48762,227,245,205,170.6,140.6,80 and 80 kW AC Synchronous,Automatic (A1),0.3,0.32,0.36,103.68
2025,Kia,EV6 Long Range AWD (19 inch Wheels),EV6,29,32,35,All-Wheel Drive,49095,295,316,269,168.1,136.9,74 and 165 kW PMSM,Automatic (A1),0.29,0.32,0.35,103.68
2025,Toyota,bZ4X AWD (20inch Wheels),bZ4X,29,32,35,All-Wheel Drive,49128,222,240,200,167.1,138.4,80 kW AC Synchronous,Automatic (A1),0.29,0.32,0.35,103.68
2025,Toyota,bZ4X LIMITED AWD,bZ4X,29,32,35,All-Wheel Drive,49129,222,240,200,167.1,138.4,80 kW AC Synchronous,Automatic (A1),0.29,0.32,0.35,103.68
2026,Cadillac,OPTIQ RWD (11 kW Charger),OPTIQ,28.71,32.08,36.2,Rear-Wheel Drive,49949,317,350,277,167.7,133,210 and 255 kW ACPM,Automatic (A1),0.2871,0.3208,0.362,103.9392
2026,Cadillac,OPTIQ RWD (19 kW Charger),OPTIQ,28.71,32.08,36.2,Rear-Wheel Drive,49950,317,350,277,167.7,133,210 and 255 kW ACPM,Automatic (A1),0.2871,0.3208,0.362,103.9392
2023,Subaru,Solterra Limited/Touring AWD,Solterra,29.47,32.13,35.38,All-Wheel Drive,46031,222,0,0,163.4,136.1,TBD,Automatic (A1),0.2947,0.3213,0.3538,104.1012
2024,Lucid,Air Sapphire AWD,Air,31.22,32.13,33.25,All-Wheel Drive,47456,427,439,412,149.2,140.1,"310, 310 and 330 kW ACPM",Automatic (A1),0.3122,0.3213,0.3325,104.1012
2025,Lucid,Air Sapphire AWD,Air,31.22,32.13,33.25,All-Wheel Drive,48376,427,439,412,149.2,140.1,"310, 310 and 310 kW ACPM",Automatic (A1),0.3122,0.3213,0.3325,104.1012
2026,Lucid,Air Sapphire AWD,Air,31.22,32.13,33.25,All-Wheel Drive,49971,427,439,412,149.2,140.1,310 kW ACPM,Automatic (A1),0.3122,0.3213,0.3325,104.1012
2020,Tesla,Model X Long Range Plus,Model X,31.09,32.16,33.46,All-Wheel Drive,43413,351,362.5,336.7,153.4,142.5,193 and 205 kW AC 3-Phase,Automatic (A1),0.3109,0.3216,0.3346,104.1984
2026,Tesla,Model X,Model X,30.67,32.2,34.08,All-Wheel Drive,49745,352,369,332,157,141.3,246 and 251 kW ACPM,Automatic (A1),0.3067,0.322,0.3408,104.328
2024,BMW,i5 eDrive40 Sedan (19 inch Wheels),i5,32.32,32.21,32.08,Rear-Wheel Drive,46923,295,294,296,149,150.1,250 kW EESM,Automatic (A1),0.3232,0.3221,0.3208,104.3604
2024,Tesla,Model Y Performance AWD,Model Y,30.44,32.21,34.38,All-Wheel Drive,47914,279,294,260,157.2,139.2,135 and 243 kW AC Induction,Automatic (A1),0.3044,0.3221,0.3438,104.3604
2025,BMW,i5 eDrive40 Sedan (19 inch Wheels),i5,32.32,32.21,32.08,Rear-Wheel Drive,48316,295,294,296,149,150.1,250 kW EESM,Automatic (A1),0.3232,0.3221,0.3208,104.3604
2023,BMW,i4 eDrive35 Gran Coupe (19 inch Wheels),i4,31.59,32.22,32.98,Rear-Wheel Drive,46617,235,0,0,152.4,146,250 kW EESM,Automatic (A1),0.3159,0.3222,0.3298,104.3928
2025,Ford,Mustang Mach-E AWD Extended,Mustang Mach-E,30.59,32.26,34.29,All-Wheel Drive,49079,300,315,281,157.4,140.4,258 kW ACPM,Automatic (A1),0.3059,0.3226,0.3429,104.5224
2026,Ford,Mustang Mach-E AWD Extended,Mustang Mach-E,30.59,32.26,34.29,All-Wheel Drive,50201,300,315,281,157.4,140.4,258 kW ACPM,Automatic (A1),0.3059,0.3226,0.3429,104.5224
2019,Nissan,Leaf SV/SL (62 kW-hr battery pack),Leaf,29.45,32.28,35.75,Front-Wheel Drive,41277,215,233.7,192.5,163.5,134.7,160 kW DCPM,Automatic (A1),0.2945,0.3228,0.3575,104.5872
2020,Nissan,Leaf SV/SL (62 kW-hr battery pack),Leaf,29.45,32.28,35.75,Front-Wheel Drive,42563,215,233.66,192.49,163.5,134.7,160 kW DCPM,Automatic (A1),0.2945,0.3228,0.3575,104.5872
2021,Nissan,Leaf SV/SL (62 kW-hr battery pack),Leaf,29.45,32.28,35.75,Front-Wheel Drive,43666,215,233.7,192.5,163.5,134.7,160 kW DCPM,Automatic (A1),0.2945,0.3228,0.3575,104.5872
2022,Nissan,Leaf SV/SL (62 kW-hr battery pack),Leaf,29.45,32.28,35.75,Front-Wheel Drive,44448,215,0,0,163.5,134.7,160 kW DCPM,Automatic (A1),0.2945,0.3228,0.3575,104.5872
2025,Chevrolet,Blazer EV FWD,Blazer,29.65,32.29,35.52,Front-Wheel Drive,49069,312,337,281,162.4,135.6,180 kW ACPM,Automatic (A1),0.2965,0.3229,0.3552,104.6196
2026,Chevrolet,Blazer EV FWD,Blazer,29.65,32.29,35.52,Front-Wheel Drive,49644,312,337,281,162.4,135.57,180 kW ACPM,Automatic (A1),0.2965,0.3229,0.3552,104.6196
2025,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),i4,31.93,32.31,32.78,Rear-Wheel Drive,48311,295,298,291,150.8,146.9,250 kW EESM,Automatic (A1),0.3193,0.3231,0.3278,104.6844
2025,Tesla,Model Y Performance AWD,Model Y,30.63,32.41,34.59,All-Wheel Drive,48772,277,292,259,157.2,139.2,135 and 200 kW ACPM 3-Phase,Automatic (A1),0.3063,0.3241,0.3459,105.0084
2019,Tesla,Model S Performance (19in Wheels),Model S,32.34,32.43,32.55,All-Wheel Drive,41418,345,346,343.8,138,137.1,193 and 205 kW AC 3-Phase,Automatic (A1),0.3234,0.3243,0.3255,105.0732
2020,Tesla,Model S Performance (19in Wheels),Model S,32.34,32.43,32.55,All-Wheel Drive,42283,348,349.24,346.98,138,137.1,193 and 205 kW AC 3-Phase,Automatic (A1),0.3234,0.3243,0.3255,105.0732
2025,Lucid,Gravity GT w/20F21R wheels (3R),Gravity,31.36,32.43,33.74,All-Wheel Drive,49111,437,451,419,150.3,139.7,170 and 448 kW ACPM,Automatic (A1),0.3136,0.3243,0.3374,105.0732
2026,Lucid,Gravity GT w/20F21R wheels (3R),Gravity,31.36,32.43,33.74,All-Wheel Drive,50029,437,451,419,150.3,139.7,399 kW ACPM,Automatic (A1),0.3136,0.3243,0.3374,105.0732
2025,Audi,Q6 e-tron ultra,Q6 e-tron,30.23,32.49,35.25,Rear-Wheel Drive,48685,321,343,294,159.3,136.6,225 kW PMSM ECCA 3-Phase,Automatic (A1),0.3023,0.3249,0.3525,105.2676
2025,Tesla,Model S Plaid (19in wheels),Model S,31.3,32.49,33.94,All-Wheel Drive,48766,348,361,333,153.1,141.2,"250, 250 and 250 kW ACPM 3-Phase",Automatic (A1),0.313,0.3249,0.3394,105.2676
2023,Hyundai,Ioniq 6 Long range AWD (20 inch Wheels),Ioniq 6,31,32.52,35.51,All-Wheel Drive,46621,270,0,0,160.1,135.6,74 and 165 kW PMSM,Automatic (A1),0.31,0.3252,0.3551,105.3648
2025,Hyundai,Ioniq 6 AWD (20 inch Wheels),Ioniq 6,31,32.52,35.51,All-Wheel Drive,48365,270,286,250,160.1,135.6,74 and 165 kW PMSM,Automatic (A1),0.31,0.3252,0.3551,105.3648
2025,Honda,Prologue FWD,Prologue,29.91,32.55,35.77,Front-Wheel Drive,49091,308,333,278,161,134.6,180 kW ACPM,Automatic (A1),0.2991,0.3255,0.3577,105.462
2026,Honda,Prologue FWD,Prologue,29.91,32.55,35.77,Front-Wheel Drive,50208,308,333,278,161,134.6,180 kW ACPM,Automatic (A1),0.2991,0.3255,0.3577,105.462
2018,Tesla,Model S 75D,Model S,33.12,32.62,32,All-Wheel Drive,39838,259,255,264.6,137.9,142.7,193 (front) 193 (rear) (75 kW-hr battery pack),Automatic (A1),0.3312,0.3262,0.32,105.6888
2019,Tesla,Model S 75D,Model S,33.12,32.62,32,All-Wheel Drive,41192,259,255,264.6,137.9,142.7,193 (front) 193 (rear) (75 kW-hr battery pack),Automatic (A1),0.3312,0.3262,0.32,105.6888
2025,Chevrolet,Equinox EV AWD (11 kW Charger),Equinox,30.19,32.62,35.59,All-Wheel Drive,48695,307,329,280,159.5,135.3,180 kW ACPM,Automatic (A1),0.3019,0.3262,0.3559,105.6888
2026,Chevrolet,Equinox EV AWD (11 kW Charger),Equinox,30.19,32.62,35.59,All-Wheel Drive,49955,307,329,280,159.5,135.3,67 and 180 kW AC Induction,Automatic (A1),0.3019,0.3262,0.3559,105.6888
2022,Ford,Mustang Mach-E RWD,Mustang Mach-E,30.57,32.63,35.14,Rear-Wheel Drive,45144,247,262.9,228.5,157.4,136.9,198 kW AC PMSM,Automatic (A1),0.3057,0.3263,0.3514,105.7212
2023,Ford,Mustang Mach-E RWD,Mustang Mach-E,30.59,32.65,35.17,Rear-Wheel Drive,46517,247,262.9,228.5,157.4,136.9,198 kW AC PMSM,Automatic (A1),0.3059,0.3265,0.3517,105.786
2023,Audi,Q4 e-tron,Q4 e-tron,30.13,32.69,35.83,Rear-Wheel Drive,45983,265,0,0,159.8,134.4,TBD,Automatic (A1),0.3013,0.3269,0.3583,105.9156
2024,Audi,Q4 40 e-tron,Q4 e-tron,30.13,32.69,35.83,Rear-Wheel Drive,46910,265,285,240,159.8,134.4,150 kW PMSM 3-Phase,Automatic (A1),0.3013,0.3269,0.3583,105.9156
2025,Audi,Q6 Sportback e-tron quattro (19 inch wheels),Q6 e-tron,30.96,32.7,34.82,All-Wheel Drive,48686,319,336,299,155.5,138.3,140 and 280 kW Asynchron ECFA 3-Phase,Automatic (A1),0.3096,0.327,0.3482,105.948
2023,Nissan,ARIYA VENTURE Plus FWD 87kWh,ARIYA,30.38,32.71,35.56,Front-Wheel Drive,46015,304,0,0,158.5,135.4,TBD,Automatic (A1),0.3038,0.3271,0.3556,105.9804
2024,Nissan,ARIYA VENTURE Plus FWD 87kWh,ARIYA,30.38,32.71,35.56,Front-Wheel Drive,47859,304,325,278,158.5,135.4,178 kW AC 3-phase,Automatic (A1),0.3038,0.3271,0.3556,105.9804
2026,Nissan,LEAF 75kWh (19 inch Wheels),LEAF,30.73,32.73,35.17,Front-Wheel Drive,49976,259,275,240,156.7,136.9,160 kW AC 3-phase,Automatic (A1),0.3073,0.3273,0.3517,106.0452
2024,Ford,Mustang Mach-E RWD,Mustang Mach-E,31.71,32.94,32.94,Rear-Wheel Drive,47822,250,254,245,152,139.6,197 kW AC PMSM,Automatic (A1),0.3171,0.3294,0.3294,106.7256
2024,Volkswagen,ID.4 AWD Pro,ID.4,31.14,32.97,35.2,All-Wheel Drive,47485,263,277,245,154.6,136.8,105 and 209  kW AC 3-Phase,Automatic (A1),0.3114,0.3297,0.352,106.8228
2024,Volkswagen,ID.4 AWD Pro S,ID.4,31.14,32.97,35.2,All-Wheel Drive,47486,263,277,245,154.6,136.8,105 and 209  kW AC 3-Phase,Automatic (A1),0.3114,0.3297,0.352,106.8228
2025,Volkswagen,ID.4 AWD Pro,ID.4,31.14,32.97,35.2,All-Wheel Drive,48773,263,277,245,154.6,136.8,210 and 210 kW ACPM 3-Phase,Automatic (A1),0.3114,0.3297,0.352,106.8228
2025,Volkswagen,ID.4 AWD Pro S,ID.4,31.14,32.97,35.2,All-Wheel Drive,48774,263,277,245,154.6,136.8,80 and 210 kW ACPM 3-Phase,Automatic (A1),0.3114,0.3297,0.352,106.8228
2026,Volkswagen,ID.4 AWD,ID.4,31.14,32.97,35.2,All-Wheel Drive,49988,263,277,245,154.6,136.8,210 kW ACPM 3-Phase,Automatic (A1),0.3114,0.3297,0.352,106.8228
2011,BMW,Active E,Active E,32,33,35,Rear-Wheel Drive,32276,94,0,0,152.48,137.72,125 kW AC Induction,Automatic (A1),0.32,0.33,0.35,106.92
2015,Tesla,Model S AWD - 70D,Model S,33,33,33,All-Wheel Drive,36126,240,242.8,246.4,133.7,135,140 (front) 140 (rear) (70 kW-hr battery pack),Automatic (A1),0.33,0.33,0.33,106.92
2016,Tesla,Model S AWD - 70D,Model S,33,33,33,All-Wheel Drive,37238,240,242.8,246.4,133.7,135,193 (front) 193 (rear) (70 kW-hr battery pack),Automatic (A1),0.33,0.33,0.33,106.92
2016,Tesla,Model S AWD - 90D,Model S,33,33,32,All-Wheel Drive,37240,294,285.7,303.2,133.6,141.2,193 (front) 193 (rear) (90 kW-hr battery pack),Automatic (A1),0.33,0.33,0.32,106.92
2016,Tesla,Model S AWD - 75D,Model S,33,33,32,All-Wheel Drive,37422,259,255,264.6,137.9,142.7,193 (front) 193 (rear) (75 kW-hr battery pack),Automatic (A1),0.33,0.33,0.32,106.92
2017,Tesla,Model S AWD - 75D,Model S,33,33,32,All-Wheel Drive,38524,259,255,264.6,137.9,142.7,193 (front) 193 (rear) (75 kW-hr battery pack),Automatic (A1),0.33,0.33,0.32,106.92
2017,Tesla,Model S AWD - 100D,Model S,33,33,33,All-Wheel Drive,38640,335,333.1,337.2,133.9,135.6,193 (front) 193 (rear) (100 kW-hr battery pack),Automatic (A1),0.33,0.33,0.33,106.92
2017,smart,fortwo electric drive convertible,fortwo,30,33,37,Rear-Wheel Drive,39603,57,62,50,165.1,133.4,60 KW AC Synchronous,Automatic (A1),0.3,0.33,0.37,106.92
2018,smart,fortwo electric drive convertible,fortwo,30,33,37,Rear-Wheel Drive,39785,57,62,50,165.1,133.4,60 KW AC Synchronous,Automatic (A1),0.3,0.33,0.37,106.92
2019,smart,EQ fortwo (convertible),fortwo,30,33,37,Rear-Wheel Drive,41187,57,62,50,165.1,133.4,60 KW AC Synchronous,Automatic (A1),0.3,0.33,0.37,106.92
2022,Volkswagen,ID.4 Pro S,ID.4,31,33,36,Rear-Wheel Drive,45413,262,281.2,238.5,160.15,135.85,150 kW AC 3-Phase,Automatic (A1),0.31,0.33,0.36,106.92
2023,Toyota,bZ4X LIMITED AWD,bZ4X,30,33,36,All-Wheel Drive,45759,222,0,0,167.1,138.4,80 and 150 kW AC Synchronous,Automatic (A1),0.3,0.33,0.36,106.92
2024,Hyundai,Ioniq 6 Long range AWD (20 inch Wheels),Ioniq 6,31,33,36,All-Wheel Drive,46956,270,290,246,160.1,135.6,165 kW PMSM,Automatic (A1),0.31,0.33,0.36,106.92
2024,Polestar,2 Dual Motor (20 Inch Wheels),2,31,33,35,All-Wheel Drive,46976,266,280,249,152,135.5,135 kW AC Induction,Automatic (A1),0.31,0.33,0.35,106.92
2024,Subaru,Solterra Limited/Touring AWD,Solterra,30,33,36,All-Wheel Drive,47483,222,240,200,163.4,136.1,80 and 80 kW AC Synchronous,Automatic (A1),0.3,0.33,0.36,106.92
2024,Toyota,bZ4X Limited AWD,bZ4X,30,33,36,All-Wheel Drive,47921,222,241,199,167.1,138.4,80 and 80 kW AC Synchronous,Automatic (A1),0.3,0.33,0.36,106.92
2025,Subaru,Solterra Limited/Touring AWD,Solterra,30,33,36,All-Wheel Drive,48763,222,240,200,163.4,136.1,80 and 80 kW AC Synchronous,Automatic (A1),0.3,0.33,0.36,106.92
2022,Tesla,Model X,Model X,31.63,33.08,34.86,All-Wheel Drive,45020,348,0,0,144.7,131.3,243 and 248 kW AC 3-Phase,Automatic (A1),0.3163,0.3308,0.3486,107.1792
2023,Tesla,Model X,Model X,31.63,33.08,34.86,All-Wheel Drive,46208,348,0,0,144.7,131.3,243 and 248 kW AC 3-Phase,Automatic (A1),0.3163,0.3308,0.3486,107.1792
2018,Tesla,Model S 100D,Model S,33.38,33.2,32.97,All-Wheel Drive,39839,335,333.11,337.24,133.9,135.6,193 (front) 193 (rear) (100 kW-hr battery pack),Automatic (A1),0.3338,0.332,0.3297,107.568
2019,Tesla,Model S 100D,Model S,33.38,33.2,32.97,All-Wheel Drive,41193,335,333.11,337.24,133.9,135.6,193 (front) 193 (rear) (100 kW-hr battery pack),Automatic (A1),0.3338,0.332,0.3297,107.568
2020,Tesla,Model X Standard Range,Model X,32.21,33.26,34.55,All-Wheel Drive,42289,258,265.9,247.9,140,130.5,193 and 205 kW AC 3-Phase,Automatic (A1),0.3221,0.3326,0.3455,107.7624
2023,Nissan,ARIYA ENGAGE FWD 63kWh,ARIYA,31.02,33.26,35.99,Front-Wheel Drive,46013,216,0,0,155.2,133.8,TBD,Automatic (A1),0.3102,0.3326,0.3599,107.7624
2024,Nissan,ARIYA ENGAGE FWD 63kWh,ARIYA,31.02,33.26,35.99,Front-Wheel Drive,47854,216,230,199,155.2,133.8,160 kW AC 3-phase,Automatic (A1),0.3102,0.3326,0.3599,107.7624
2025,Nissan,ARIYA FWD 63kWh,ARIYA,31.02,33.26,35.99,Front-Wheel Drive,48721,216,230,199,155.2,133.8,160 kW AC 3-phase,Automatic (A1),0.3102,0.3326,0.3599,107.7624
2026,Nissan,ARIYA FWD 63kWh,ARIYA,31.02,33.26,35.99,Front-Wheel Drive,50226,216,230,199,155.2,133.8,160 kW AC 3-phase,Automatic (A1),0.3102,0.3326,0.3599,107.7624
2023,Ford,Mustang Mach-E RWD LFP,Mustang Mach-E,31.57,33.31,33.31,Rear-Wheel Drive,46985,250,0,0,152.8,135.9,198 kW ACPM,Automatic (A1),0.3157,0.3331,0.3331,107.9244
2022,Mercedes-Benz,EQB 300 4matic,EQB,32.57,33.32,34.24,All-Wheel Drive,46331,243,248,236,139.36,132.6,72 and 96 kW AC 3-Phase,Automatic (A1),0.3257,0.3332,0.3424,107.9568
2021,Ford,Mustang Mach-E RWD California Route 1,Mustang Mach-E,31.29,33.34,35.86,Rear-Wheel Drive,43683,305,323.5,281.8,154,134.2,216 kW ACPM,Automatic (A1),0.3129,0.3334,0.3586,108.0216
2022,Ford,Mustang Mach-E CAL RT 1 ER RWD,Mustang Mach-E,31.29,33.34,35.86,Rear-Wheel Drive,45141,314,333,290.1,154,134.2,216 kW AC PMSM,Automatic (A1),0.3129,0.3334,0.3586,108.0216
2022,Volkswagen,ID.4 AWD Pro,ID.4,31.93,33.37,35.12,All-Wheel Drive,45257,251,261.1,237.6,150.77,137.12,80 and 150 kW AC 3-Phase,Automatic (A1),0.3193,0.3337,0.3512,108.1188
2025,BMW,i4 xDrive40 Gran Coupe (18 inch Wheels),i4,33.98,33.41,32.71,All-Wheel Drive,48314,287,282,293,141.7,147.2,190 and 230 kW EESM,Automatic (A1),0.3398,0.3341,0.3271,108.2484
2026,BMW,i4 xDrive40 Gran Coupe (18 inch Wheels),i4,33.98,33.41,32.71,All-Wheel Drive,50192,287,282,293,141.7,147.2,190 and 230 kW EESM,Automatic (A1),0.3398,0.3341,0.3271,108.2484
2021,Tesla,Model S Plaid (21inch wheels),Model S,32.89,33.45,34.12,All-Wheel Drive,44069,348,353.7,341,133.1,128.3,250 and 250 kW AC 3-Phase,Automatic (A1),0.3289,0.3345,0.3412,108.378
2022,Tesla,Model S Plaid (21 inch wheels),Model S,32.89,33.45,34.12,All-Wheel Drive,45016,348,0,0,133.1,128.3,"250, 250 and 250 kW AC 3-Phase",Automatic (A1),0.3289,0.3345,0.3412,108.378
2023,Genesis,Electrified G80,G80,31.1,33.51,36.45,All-Wheel Drive,45999,282,0,0,154.8,132.1,TBD,Automatic (A1),0.311,0.3351,0.3645,108.5724
2025,Polestar,2 Dual Motor (19 Inch Wheels),2,32.01,33.52,35.35,All-Wheel Drive,48402,278,290,263,150.4,136.2,200 and 215 kW PMSM,Automatic (A1),0.3201,0.3352,0.3535,108.6048
2026,Genesis,GV60 AWD (19 inch Wheels),GV60,31.47,33.59,36.18,All-Wheel Drive,49653,282,300,261,153,133.1,74 and 160 kW PMSM,Automatic (A1),0.3147,0.3359,0.3618,108.8316
2023,Polestar,2 Dual Motor,2,32.25,33.6,35.26,All-Wheel Drive,45753,260,0,0,143.9,131.6,150 and 150 kW ACPMSM,Automatic (A1),0.3225,0.336,0.3526,108.864
2023,Polestar,2 Dual Motor Perf Pack,2,32.25,33.6,35.26,All-Wheel Drive,45754,260,0,0,143.9,131.6,175 and 175 kW ACPMSM,Automatic (A1),0.3225,0.336,0.3526,108.864
2024,Tesla,Model X,Model X,32.26,33.61,35.27,All-Wheel Drive,47915,335,348,319,146.5,134,243 and 243 kW ACPM 3-Phase,Automatic (A1),0.3226,0.3361,0.3527,108.8964
2025,Ford,Mustang Mach-E AWD,Mustang Mach-E,32.29,33.64,35.27,All-Wheel Drive,49078,240,249,228,149.1,136.5,1 and 242 kW ACPM,Automatic (A1),0.3229,0.3364,0.3527,108.9936
2026,Ford,Mustang Mach-E AWD,Mustang Mach-E,32.29,33.64,35.27,All-Wheel Drive,50200,240,249,228,149.1,136.5,242 kW ACPM,Automatic (A1),0.3229,0.3364,0.3527,108.9936
2026,Tesla,Model X Plaid,Model X,32,33.69,35.77,All-Wheel Drive,49746,335,352,315,148,132.6,230 kW ACPM 3-Phase,Automatic (A1),0.32,0.3369,0.3577,109.1556
2024,Audi,Q4 55 e-tron quattro,Q4 e-tron,31.46,33.73,36.5,All-Wheel Drive,47810,258,275,237,153.04,131.91,80 and 150 kW Asynchron 3-Phase,Automatic (A1),0.3146,0.3373,0.365,109.2852
2024,Audi,Q4 Sportback 55 e-tron quattro,Q4 e-tron,31.46,33.73,36.5,All-Wheel Drive,47811,258,275,237,153.04,131.91,80 and 150 kW Asynchron 3-Phase,Automatic (A1),0.3146,0.3373,0.365,109.2852
2025,Audi,Q4 55 e-tron quattro,Q4 e-tron,31.46,33.73,36.51,All-Wheel Drive,48681,258,275,237,153.05,131.88,80 and 170 kW Asynchron 3-Phase,Automatic (A1),0.3146,0.3373,0.3651,109.2852
2025,Audi,Q4 Sportback 55 e-tron quattro,Q4 e-tron,31.46,33.73,36.51,All-Wheel Drive,48682,258,275,237,153.05,131.88,80 and 170 kW Asynchron 3-Phase,Automatic (A1),0.3146,0.3373,0.3651,109.2852
2025,Audi,Q6 e-tron (19 inch wheels),Q6 e-tron,31.7,33.75,36.26,Rear-Wheel Drive,48683,310,329,287,151.9,132.8,225 kW PMSM ECCA 3-Phase,Automatic (A1),0.317,0.3375,0.3626,109.35
2025,Honda,Prologue AWD Touring,Prologue,31.25,33.78,37.49,All-Wheel Drive,49089,294,318,265,153.96,128.42,67 and 180 kW ACPM,Automatic (A1),0.3125,0.3378,0.3749,109.4472
2021,Ford,Mustang Mach-E RWD,Mustang Mach-E,32,33.86,36.14,Rear-Wheel Drive,43604,230,242.4,215,150.5,133.4,198 kW AC PMSM,Automatic (A1),0.32,0.3386,0.3614,109.7064
2024,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),i4,33.59,33.86,34.18,Rear-Wheel Drive,46922,283,285,280,143.3,140.8,250 kW EESM,Automatic (A1),0.3359,0.3386,0.3418,109.7064
2026,Lucid,Gravity Dream w/20F21R wheels (3R),Gravity,33.33,33.88,34.56,All-Wheel Drive,49675,420,427,412,141.4,136.4,399 kW ACPM,Automatic (A1),0.3333,0.3388,0.3456,109.7712
2023,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),i4,33.63,33.91,34.26,Rear-Wheel Drive,45992,301,0,0,156.3,154.8,TBD,Automatic (A1),0.3363,0.3391,0.3426,109.8684
2023,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),i4,33.63,33.91,34.26,Rear-Wheel Drive,46618,282,0,0,143.1,140.5,250 kW EESM,Automatic (A1),0.3363,0.3391,0.3426,109.8684
2022,BMW,i4 eDrive40 Gran Coupe (19 inch wheels),i4,33.68,33.95,34.28,Rear-Wheel Drive,45134,282,284.3,279.2,142.9,140.4,250 kW EESM,Automatic (A1),0.3368,0.3395,0.3428,109.998
2024,Honda,Prologue FWD,Prologue,31.41,33.97,37.1,Front-Wheel Drive,47828,296,318,269,153.3,129.8,212 kW ACPM,Automatic (A1),0.3141,0.3397,0.371,110.0628
2008,MINI,MiniE,MiniE,33,34,36,,30978,100,0,0,146.85,133.69,150 kW,Automatic (A1),0.33,0.34,0.36,110.16
2011,Nissan,Leaf,Leaf,32,34,37,Front-Wheel Drive,30979,73,0,0,151.5,131.3,80 kW DCPM,Automatic (A1),0.32,0.34,0.37,110.16
2012,Nissan,Leaf,Leaf,32,34,37,Front-Wheel Drive,32154,73,77.17,67.32,151.5,131.3,80 kW DCPM,Automatic (A1),0.32,0.34,0.37,110.16
2015,Tesla,Model S AWD - 85D,Model S,35,34,32,All-Wheel Drive,36009,270,257.1,285.3,126.4,140.6,140 (front) 140 (rear) (85 kW-hr battery pack),Automatic (A1),0.35,0.34,0.32,110.16
2015,Tesla,Model S AWD - 90D,Model S,35,34,32,All-Wheel Drive,36786,270,257.1,285.3,126.4,140.6,140 (front) 140 (rear) (90 kW-hr battery pack),Automatic (A1),0.35,0.34,0.32,110.16
2016,Tesla,Model S AWD - 85D,Model S,35,34,32,All-Wheel Drive,37239,270,257.1,285.3,126.4,140.6,193 (front) 193 (rear) (85 kW-hr battery pack),Automatic (A1),0.35,0.34,0.32,110.16
2016,Tesla,Model S (75 kW-hr battery pack),Model S,35,34,34,Rear-Wheel Drive,37421,249,246.1,252.7,132.1,134.9,285 kW AC Induction (75 kW-hr battery pack),Automatic (A1),0.35,0.34,0.34,110.16
2016,Tesla,Model S (60 kW-hr battery pack),Model S,35,34,33,Rear-Wheel Drive,38170,210,207.5,214.8,132.2,136.9,285 kW AC Induction (60 kW-hr battery pack),Automatic (A1),0.35,0.34,0.33,110.16
2017,Tesla,Model S (60 kW-hr battery pack),Model S,35,34,33,Rear-Wheel Drive,38557,210,207.5,214.8,132.2,136.9,285 kW AC Induction (60 kW-hr battery pack),Automatic (A1),0.35,0.34,0.33,110.16
2017,Tesla,Model S (75 kW-hr battery pack),Model S,35,34,34,Rear-Wheel Drive,38558,249,246.1,252.7,132.1,134.9,285 kW AC Induction (75 kW-hr battery pack),Automatic (A1),0.35,0.34,0.34,110.16
2021,Volkswagen,ID.4 Pro,ID.4,31.06,34,36.48,Rear-Wheel Drive,44052,260,278.5,237.1,155,132,150 kW AC 3-Phase,Automatic (A1),0.3106,0.34,0.3648,110.16
2024,Genesis,GV60 Advanced (19 inch Wheels),GV60,31,34,38,All-Wheel Drive,46948,264,288,234,160.4,130.3,74 kW PMSM,Automatic (A1),0.31,0.34,0.38,110.16
2025,Genesis,GV60 AWD (19 inch Wheels),GV60,31,34,38,All-Wheel Drive,48356,264,288,235,160.4,130.3,74 and 160 kW PMSM,Automatic (A1),0.31,0.34,0.38,110.16
2025,Mercedes-Benz,EQS 450 Plus,EQS,34,34,34,Rear-Wheel Drive,48388,390,390,390,141.7,141.4,265 kW ACPM 6-Phase,Automatic (A1),0.34,0.34,0.34,110.16
