year,make,Model,baseModel,cityE,combE,highwayE,drive,id,range,rangeCity,rangeHwy,UCity,UHighway,evMotor,trany,kWhpmCity,kWhpmComb,kWhpmHighway,co2pm
2023,Ford,Mustang Mach-E RWD Extended,Mustang Mach-E,31.97,34.01,36.5,Rear-Wheel Drive,46518,310,328.3,287.6,150.6,131.9,216 kW AC PMSM,Automatic (A1),0.3197,0.3401,0.365,110.1924
2026,Mercedes-Benz,EQS 450 Plus,EQS,33.98,34.01,34.05,Rear-Wheel Drive,49681,390,390,390,141.7,141.4,265 kW ACPM 6-Phase,Automatic (A1),0.3398,0.3401,0.3405,110.1924
2024,Hyundai,Ioniq 5 Long range AWD,Ioniq 5,30.69,34.02,38.09,All-Wheel Drive,46962,260,285,230,156.9,126.4,165 kW PMSM,Automatic (A1),0.3069,0.3402,0.3809,110.2248
2026,Cadillac,OPTIQ AWD (11 kW Charger),OPTIQ,30.58,34.02,38.23,All-Wheel Drive,49951,303,333,266,157.45,125.95,"140, 155, 205 and 220 kW ACPM",Automatic (A1),0.3058,0.3402,0.3823,110.2248
2026,Cadillac,OPTIQ AWD (19 kW Charger),OPTIQ,30.58,34.02,38.23,All-Wheel Drive,49952,303,333,266,157.45,125.95,"140, 155, 205 and 220 kW ACPM",Automatic (A1),0.3058,0.3402,0.3823,110.2248
2025,Audi,Q6 e-tron quattro (19 inch wheels),Q6 e-tron,32.25,34.04,36.23,All-Wheel Drive,48297,307,323,287,149.3,132.9,140 and 280 kW PMSM ECCA 3-Phase,Automatic (A1),0.3225,0.3404,0.3623,110.2896
2025,Porsche,Macan Electric,Macan,31.31,34.05,37.41,Rear-Wheel Drive,49119,315,340,284,153.8,128.7,280 kW ACPM,Automatic (A1),0.3131,0.3405,0.3741,110.322
2026,Honda,Prologue AWD,Prologue,31.27,34.07,37.49,All-Wheel Drive,50206,294,318,265,153.96,128.42,67 and 180 kW ACPM,Automatic (A1),0.3127,0.3407,0.3749,110.3868
2026,Volvo,EX30 Cross Country (19 Inch Wheels),EX30,31.87,34.09,36.81,All-Wheel Drive,49991,227,242,209,151.1,130.8,115 and 200 kW PMSM,Automatic (A1),0.3187,0.3409,0.3681,110.4516
2024,BMW,i4 xDrive40 Gran Coupe (19 inch Wheels),i4,34.53,34.14,33.67,4-Wheel Drive,46918,279,276,283,133.2,136.6,190 kW EESM,Automatic (A1),0.3453,0.3414,0.3367,110.6136
2026,BMW,i5 M60 xDrive Sedan (19 inch Wheels),i5,33.84,34.14,34.52,All-Wheel Drive,50194,277,279,274,142.3,139.5,192 and 250 kW EESM,Automatic (A1),0.3384,0.3414,0.3452,110.6136
2024,Volvo,C40 Recharge twin,C40,31.8,34.17,37.06,All-Wheel Drive,46982,257,275,236,145.1,124.5,135 kW AC Induction,Automatic (A1),0.318,0.3417,0.3706,110.7108
2023,Volkswagen,ID.4 AWD Pro,ID.4,32.34,34.18,36.42,All-Wheel Drive,46033,255,0,0,148.9,132.2,TBD,Automatic (A1),0.3234,0.3418,0.3642,110.7432
2023,Volkswagen,ID.4 AWD Pro S,ID.4,32.34,34.18,36.42,All-Wheel Drive,46034,255,0,0,148.9,132.2,TBD,Automatic (A1),0.3234,0.3418,0.3642,110.7432
2024,Ford,Mustang Mach-E AWD Extended,Mustang Mach-E,32.71,34.19,34.19,All-Wheel Drive,47825,300,306,293,147.2,133.9,78 and 210 kW AC PMSM,Automatic (A1),0.3271,0.3419,0.3419,110.7756
2024,BMW,i5 eDrive40 Sedan (20 inch Wheels),i5,33.96,34.21,34.52,Rear-Wheel Drive,46924,278,280,276,141.8,139.5,250 kW EESM,Automatic (A1),0.3396,0.3421,0.3452,110.8404
2025,BMW,i5 eDrive40 Sedan (20 inch Wheels),i5,33.96,34.21,34.52,Rear-Wheel Drive,48317,278,280,276,141.8,139.5,250 kW EESM,Automatic (A1),0.3396,0.3421,0.3452,110.8404
2018,Tesla,Model S 75kWh,Model S,34.57,34.25,33.86,Rear-Wheel Drive,39837,249,246.1,252.7,132.1,134.9,270 kW AC Induction (75 kW-hr battery pack),Automatic (A1),0.3457,0.3425,0.3386,110.97
2023,Kia,EV6 Long Range AWD (20 inch tires),EV6,31.1,34.25,38.09,All-Wheel Drive,46005,252,0,0,154.8,126.4,TBD,Automatic (A1),0.311,0.3425,0.3809,110.97
2025,Tesla,Model X,Model X,32.87,34.25,35.93,All-Wheel Drive,49125,329,342,313,146.5,134,243 and 248 kW ACPM,Automatic (A1),0.3287,0.3425,0.3593,110.97
2025,Audi,Q6 Sportback e-tron quattro (20 inch wheels),Q6 e-tron,32.29,34.28,36.7,All-Wheel Drive,48687,305,322,284,149.1,131.2,140 and 280 kW Asynchron ECFA 3-Phase,Automatic (A1),0.3229,0.3428,0.367,111.0672
2022,Hyundai,Ioniq 5 AWD (Long Range),Ioniq 5,30.75,34.33,38.71,All-Wheel Drive,44922,256,282.2,224.1,156.6,124.4,74 and 165 kW PMSM,Automatic (A1),0.3075,0.3433,0.3871,111.2292
2025,Lucid,Gravity GT w/21F22R wheels (2R),Gravity,33.08,34.33,35.87,All-Wheel Drive,49112,407,422,389,142.5,131.4,170 and 448 kW ACPM,Automatic (A1),0.3308,0.3433,0.3587,111.2292
2025,Lucid,Gravity GT w/22F23R wheels (2R),Gravity,33.08,34.33,35.87,All-Wheel Drive,49114,407,422,389,142.5,131.4,170 and 448 kW ACPM,Automatic (A1),0.3308,0.3433,0.3587,111.2292
2026,Lucid,Gravity GT w/21F22R wheels (2R),Gravity,33.08,34.33,35.87,All-Wheel Drive,49671,407,422,389,142.5,131.4,399 kW ACPM,Automatic (A1),0.3308,0.3433,0.3587,111.2292
2026,Lucid,Gravity GT w/22F23R wheels (2R),Gravity,33.08,34.33,35.87,All-Wheel Drive,49672,407,422,389,142.5,131.4,399 kW ACPM,Automatic (A1),0.3308,0.3433,0.3587,111.2292
2022,Ford,Mustang Mach-E CAL RT 1 ER AWD,Mustang Mach-E,32.29,34.34,36.86,All-Wheel Drive,45140,312,330.4,288.9,149.3,130.5,258 and 258 kW AC PMSM,Automatic (A1),0.3229,0.3434,0.3686,111.2616
2023,Ford,MUSTANG MACH-E CAL RT 1 ER AWD,Mustang Mach-E,32.25,34.34,36.9,All-Wheel Drive,46514,312,330.4,288.9,149.3,130.5,258 and 258 kW AC PMSM,Automatic (A1),0.3225,0.3434,0.369,111.2616
2022,Tesla,Model X Plaid (20 inch wheels),Model X,32.85,34.36,36.22,All-Wheel Drive,45021,333,0,0,138.6,125.7,"230, 230 and 230 kW AC 3-Phase",Automatic (A1),0.3285,0.3436,0.3622,111.3264
2023,Tesla,Model X Plaid (20 inch wheels),Model X,32.85,34.36,36.22,All-Wheel Drive,46209,333,0,0,138.6,125.7,"230, 230 and 230 kW AC 3-Phase",Automatic (A1),0.3285,0.3436,0.3622,111.3264
2023,Nissan,ARIYA EVO Plus/EMP Plus/PRM FWD 87kWh,ARIYA,32.12,34.37,37.12,Front-Wheel Drive,46014,289,0,0,149.9,129.7,TBD,Automatic (A1),0.3212,0.3437,0.3712,111.3588
2024,Nissan,ARIYA EVOLVE+/EMPOWER+ FWD 87kWh,ARIYA,32.12,34.37,37.12,Front-Wheel Drive,47856,289,308,266,149.9,129.7,178 kW AC 3-phase,Automatic (A1),0.3212,0.3437,0.3712,111.3588
2025,Nissan,ARIYA EVOLVE+ FWD 87kWh,ARIYA,32.12,34.37,37.12,Front-Wheel Drive,48720,289,308,266,149.9,129.7,178 and 160 kW AC 3-phase,Automatic (A1),0.3212,0.3437,0.3712,111.3588
2026,Nissan,ARIYA FWD 87kWh,ARIYA,32.12,34.37,37.12,Front-Wheel Drive,50227,289,308,266,149.9,129.7,178 kW AC 3-phase,Automatic (A1),0.3212,0.3437,0.3712,111.3588
2026,BMW,i5 xDrive40 Sedan (19 inch Wheels),i5,34.08,34.38,34.74,All-Wheel Drive,49616,278,280,275,141.3,138.6,190 and 230 kW EESM,Automatic (A1),0.3408,0.3438,0.3474,111.3912
2026,BMW,i4 M60 xDrive Gran Coupe (19 inch Wheels),i4,33.91,34.4,34.99,All-Wheel Drive,50190,278,282,273,142,137.6,200 and 250 kW EESM,Automatic (A1),0.3391,0.344,0.3499,111.456
2025,Porsche,Macan 4 Electric,Macan,31.62,34.46,37.94,All-Wheel Drive,48727,308,333,277,152.3,126.9,"175, 175 and 495 kW ACPM",Automatic (A1),0.3162,0.3446,0.3794,111.6504
2024,Porsche,Macan 4 Electric,Macan,31.62,34.46,37.94,All-Wheel Drive,48793,308,333,277,152.3,126.9,175 and 280 kW ACPM,Automatic (A1),0.3162,0.3446,0.3794,111.6504
2026,Volvo,EX90 (21 Inch Wheels),EX90,32.36,34.46,37.04,Rear-Wheel Drive,50255,291,309,270,148.8,130,245 kW PMSM,Automatic (A1),0.3236,0.3446,0.3704,111.6504
2024,Volvo,XC40 Recharge twin,XC40,31.9,34.48,37.65,All-Wheel Drive,46983,254,273,231,146,123.7,110 kW AC Induction,Automatic (A1),0.319,0.3448,0.3765,111.7152
2026,BMW,i5 eDrive40 Sedan (21 inch Wheels),i5,33.18,34.48,36.07,Rear-Wheel Drive,49615,278,288,265,145.1,133.5,250 kW EESM,Automatic (A1),0.3318,0.3448,0.3607,111.7152
2025,Hyundai,Ioniq 5 AWD (20 inch Wheels),Ioniq 5,31.21,34.5,38.52,All-Wheel Drive,48711,269,294,238,154.3,125,74 and 165 kW PMSM,Automatic (A1),0.3121,0.345,0.3852,111.78
2026,Hyundai,Ioniq 5 AWD (20inch Wheels),Ioniq 5,31.21,34.5,38.52,All-Wheel Drive,49963,269,294,238,154.3,125,74 and 165 kW PMSM,Automatic (A1),0.3121,0.345,0.3852,111.78
2024,Dodge,Charger 2-Dr Daytona R/T AWD 20in Nexen,Charger,32.49,34.52,37.01,All-Wheel Drive,48784,308,326,286,148.2,130.1,250 and 250 kW DCPM,Automatic (A1),0.3249,0.3452,0.3701,111.8448
2025,Dodge,Charger Daytona R/T AWD 255/45R20,Charger,32.49,34.52,37.01,All-Wheel Drive,48994,308,290,330,148.2,130.1,250 and 250 kW DCPM,Automatic (A1),0.3249,0.3452,0.3701,111.8448
2024,Tesla,Model X Plaid (20in wheels),Model X,32.95,34.53,36.46,All-Wheel Drive,47916,326,341,308,140.5,127,"230, 230 and 230 kW ACPM 3-Phase",Automatic (A1),0.3295,0.3453,0.3646,111.8772
2018,Tesla,Model S P100D,Model S,36.45,34.56,32.25,All-Wheel Drive,39840,315,297.12,336.94,125.3,141.6,193 (front) 375 (rear) (100 kW-hr battery pack),Automatic (A1),0.3645,0.3456,0.3225,111.9744
2019,Tesla,Model S P100D,Model S,36.45,34.56,32.25,All-Wheel Drive,41194,315,297.12,336.94,125.3,141.6,193 (front) 375 (rear) (100 kW-hr battery pack),Automatic (A1),0.3645,0.3456,0.3225,111.9744
2025,Kia,EV6 Long Range AWD (20 inch Wheels),EV6,31.74,34.59,38.06,All-Wheel Drive,49096,270,292,243,151.7,126.5,74 and 165 kW PMSM,Automatic (A1),0.3174,0.3459,0.3806,112.0716
2026,Kia,EV6 Long Range AWD (20 inch Wheels),EV6,31.74,34.59,38.06,All-Wheel Drive,50213,270,292,243,151.7,126.5,74 and 165  kW PMSM,Automatic (A1),0.3174,0.3459,0.3806,112.0716
2021,Tesla,Model X Performance (20in Wheels),Model X,33.87,34.6,35.49,All-Wheel Drive,43404,341,348,332.2,133.8,127.7,151 and 273 kW AC 3-Phase,Automatic (A1),0.3387,0.346,0.3549,112.104
2021,Ford,Mustang Mach-E RWD Extended,Mustang Mach-E,32.43,34.61,37.29,Rear-Wheel Drive,43605,300,318.61,277.13,148.4,129.1,216 kW AC PMSM,Automatic (A1),0.3243,0.3461,0.3729,112.1364
2022,Ford,Mustang Mach-E RWD Extended,Mustang Mach-E,32.43,34.61,37.29,Rear-Wheel Drive,45145,303,321.8,279.9,148.4,129.1,216 kW AC PMSM,Automatic (A1),0.3243,0.3461,0.3729,112.1364
2024,Jeep,Wagoneer S AWD (Falken tire),Wagoneer,32.45,34.63,37.3,All-Wheel Drive,48791,303,322,280,148.4,129.1,250 kW DCPM,Automatic (A1),0.3245,0.3463,0.373,112.2012
2026,Audi,Q4 55 e-tron quattro,Q4 e-tron,32.08,34.63,37.73,All-Wheel Drive,50182,251,269,229,150.08,127.6,80 and 210 kW Asynchron 3-Phase,Automatic (A1),0.3208,0.3463,0.3773,112.2012
2026,Audi,Q4 Sportback 55 e-tron quattro,Q4 e-tron,32.08,34.63,37.73,All-Wheel Drive,50183,251,269,229,150.08,127.6,80 and 210 kW Asynchron 3-Phase,Automatic (A1),0.3208,0.3463,0.3773,112.2012
2024,Mercedes-Benz,EQE 350 Plus,EQE,35,34.65,36,Rear-Wheel Drive,47459,298,302,293,141.4,136.1,215 kW ACPM 6-Phase,Automatic (A1),0.35,0.3465,0.36,112.266
2024,Mercedes-Benz,EQE 500 4matic,EQE,35,34.65,36,All-Wheel Drive,47460,298,302,293,141.4,136.1,100 and 200 kW ACPM 6-Phase,Automatic (A1),0.35,0.3465,0.36,112.266
2026,BMW,iX xDrive60 (20 inch Wheels),iX,33.91,34.71,35.69,All-Wheel Drive,49623,364,372,354,142,134.9,190 and 230 kW EESM,Automatic (A1),0.3391,0.3471,0.3569,112.4604
2019,Tesla,Model S Performance (21in Wheels),Model S,34.35,34.73,35.19,All-Wheel Drive,41419,325,328.6,320.7,129.9,126.8,193 and 205 kW AC 3-Phase,Automatic (A1),0.3435,0.3473,0.3519,112.5252
2020,Tesla,Model S Performance (21in Wheels),Model S,34.35,34.73,35.19,All-Wheel Drive,42284,326,329.85,321.92,129.9,126.8,193 and 205 kW AC 3-Phase,Automatic (A1),0.3435,0.3473,0.3519,112.5252
2026,Polestar,3 Long Range Single Motor (21 Inch Wheels),3,32.23,34.73,37.79,Rear-Wheel Drive,50233,291,312,266,149.4,127.4,245 kW PMSM,Automatic (A1),0.3223,0.3473,0.3779,112.5252
2025,Volvo,EC40 Twin,EC40,32.08,34.84,38.21,All-Wheel Drive,48446,268,289,242,150.1,126,135 and 215 kW PMSM,Automatic (A1),0.3208,0.3484,0.3821,112.8816
2026,Volvo,EC40 Twin,EC40,32.08,34.84,38.21,All-Wheel Drive,49750,268,289,242,150.1,126,"110, 135 and 190 kW PMSM",Automatic (A1),0.3208,0.3484,0.3821,112.8816
2024,Mercedes-Benz,EQS 580 4matic,EQS,36,34.9,34.26,All-Wheel Drive,47464,345,337,354,130.6,135,265 and 265 kW ACPM 6-Phase,Automatic (A1),0.36,0.349,0.3426,113.076
2021,Volkswagen,ID.4 AWD Pro,ID.4,32.89,34.91,37.38,All-Wheel Drive,44725,249,0,0,146.4,128.8,80 and 150 kW AC 3-Phase,Automatic (A1),0.3289,0.3491,0.3738,113.1084
2025,MINI,Countryman SE ALL4 (18 inch Wheels),Countryman,34.2,34.99,35.96,All-Wheel Drive,48398,212,217,206,140.8,133.9,140 and 140 kW EESM,Automatic (A1),0.342,0.3499,0.3596,113.3676
2026,MINI,Countryman SE ALL4 (18 inch Wheels),Countryman,34.2,34.99,35.96,All-Wheel Drive,50222,212,217,206,140.8,133.9,140 and 140 kW EESM,Automatic (A1),0.342,0.3499,0.3596,113.3676
2013,Tesla,Model S (60 kW-hr battery pack),Model S,36,35,35,Rear-Wheel Drive,33367,208,205.7,210.7,118.6,121.5,225 kW AC Induction,Automatic (A1),0.36,0.35,0.35,113.4
2014,Tesla,Model S (60 kW-hr battery pack),Model S,36,35,35,Rear-Wheel Drive,34776,208,205.7,210.7,118.6,121.5,225 kW AC Induction (60 kW-hr battery pack),Automatic (A1),0.36,0.35,0.35,113.4
2015,Tesla,Model S (60 kW-hr battery pack),Model S,36,35,35,Rear-Wheel Drive,36017,208,205.7,210.7,118.6,121.5,225 kW AC Induction (60 kW-hr battery pack),Automatic (A1),0.36,0.35,0.35,113.4
2016,Tesla,Model S AWD - P90D,Model S,37,35,34,All-Wheel Drive,37242,270,259.6,283.4,123.7,135.2,193 (front) 375 (rear) (90 kW-hr battery pack),Automatic (A1),0.37,0.35,0.34,113.4
2016,Tesla,Model S AWD - P100D,Model S,36,35,32,All-Wheel Drive,38172,315,305.9,346.9,125.3,141.6,193 (front) 375 (rear) (100 kW-hr battery pack),Automatic (A1),0.36,0.35,0.32,113.4
2017,Tesla,Model S AWD - P100D,Model S,36,35,32,All-Wheel Drive,38525,315,305.9,346.9,125.3,141.6,193 (front) 375 (rear) (100 kW-hr battery pack),Automatic (A1),0.36,0.35,0.32,113.4
2017,Tesla,Model S AWD - P90D,Model S,37,35,34,All-Wheel Drive,38537,270,259.4,282.9,124.2,135.8,193 (front) 375 (rear) (90 kW-hr battery pack),Automatic (A1),0.37,0.35,0.34,113.4
2021,Volkswagen,ID.4 1st,ID.4,32.19,35,37.3,Rear-Wheel Drive,43557,250,266.77,230.16,149.6,129.1,150 kW AC 3-Phase,Automatic (A1),0.3219,0.35,0.373,113.4
2021,Volkswagen,ID.4 Pro S,ID.4,32.19,35,37.3,Rear-Wheel Drive,43558,250,266.77,230.16,149.6,129.1,150 kW AC 3-Phase,Automatic (A1),0.3219,0.35,0.373,113.4
2022,Mercedes-Benz,EQS 450 Plus,EQS,35,35,35,Rear-Wheel Drive,44785,350,0,0,138,138.1,245 kW ACPM 6-Phase,Automatic (A1),0.35,0.35,0.35,113.4
2022,Mercedes-Benz,EQB 350 4matic,EQB,34,35,36,All-Wheel Drive,46332,227,232.1,220.8,135.37,128.7,72 and 143 kW AC 3-Phase,Automatic (A1),0.34,0.35,0.36,113.4
2024,Kia,EV6 Long Range AWD (20 inch Wheels),EV6,32,35,39,All-Wheel Drive,46970,252,275,224,154.8,126.4,165 kW PMSM,Automatic (A1),0.32,0.35,0.39,113.4
2024,Polestar,2 Dual Motor Performance Pack,2,34,35,38,All-Wheel Drive,46977,247,260,231,152,135.5,110 kW AC Induction,Automatic (A1),0.34,0.35,0.38,113.4
2024,Genesis,Electrified G80,G80,32,35,38,All-Wheel Drive,47447,282,304,256,154.8,132.1,136 and 136 kW PMSM,Automatic (A1),0.32,0.35,0.38,113.4
2024,Mercedes-Benz,EQS 450 Plus,EQS,36,35,33.84,Rear-Wheel Drive,47463,352,342,364,135.9,140.4,265 kW ACPM 6-Phase,Automatic (A1),0.36,0.35,0.3384,113.4
2025,Genesis,Electrified G80,G80,32,35,38,All-Wheel Drive,48351,282,304,256,154.8,132.1,136 and 136 kW PMSM,Automatic (A1),0.32,0.35,0.38,113.4
2025,Polestar,2 Dual Motor (20 Inch Wheels),2,33,35,37,All-Wheel Drive,48403,268,282,251,150.4,136.2,190 and 215 kW PMSM,Automatic (A1),0.33,0.35,0.37,113.4
2025,Dodge,Charger Daytona R/T AWD 245/55ZR18,Charger,32,35,37,All-Wheel Drive,49072,274,293,251,148.2,130.1,250 and 250 kW DCPM,Automatic (A1),0.32,0.35,0.37,113.4
2025,Dodge,Charger Daytona R/T AWD 275/40R20,Charger,32,35,37,All-Wheel Drive,49073,268,286,246,148.2,130.1,250 and 250 kW DCPM,Automatic (A1),0.32,0.35,0.37,113.4
2025,Dodge,Charger Daytona R/T AWD 305/35ZR20,Charger,32,35,37,All-Wheel Drive,49074,279,295,259,148.2,130.1,250 and 250 kW DCPM,Automatic (A1),0.32,0.35,0.37,113.4
2025,Lexus,RZ 450e AWD (20 inch wheels),RZ,32,35,38,All-Wheel Drive,49102,196,211,178,148.6,125.3,80 and 150 kW AC Synchronous,Automatic (A1),0.32,0.35,0.38,113.4
2026,Genesis,Electrified G80,G80,34,35,35.67,All-Wheel Drive,49651,300,306,292,144.2,135,136 kW PMSM,Automatic (A1),0.34,0.35,0.3567,113.4
2026,Genesis,Electrified GV70 AWD (19 inch Wheels),GV70,33,35,38,All-Wheel Drive,49656,263,280,243,150.7,129.2,160 kW PMSM,Automatic (A1),0.33,0.35,0.38,113.4
2026,Polestar,4 Long Range Single Motor,4,34,35,37,Rear-Wheel Drive,50033,310,322,296,146.5,132.2,200 kW PMSM,Automatic (A1),0.34,0.35,0.37,113.4
2019,Tesla,Model X Long Range,Model X,34.13,35.03,36.13,All-Wheel Drive,41514,325,333.22,314.89,132.1,124.8,"193 (front), 205/375 (rear) kW ACPM",Automatic (A1),0.3413,0.3503,0.3613,113.4972
2020,Tesla,Model X Long Range,Model X,34.13,35.03,36.13,All-Wheel Drive,42286,328,336.3,317.8,132.1,124.8,193 and 205 kW AC 3-Phase,Automatic (A1),0.3413,0.3503,0.3613,113.4972
2026,Chevrolet,Equinox EV AWD (19 kW Charger),Equinox,32.6,35.11,38.18,All-Wheel Drive,49956,288,308,263,147.7,126.1,67 and 180 kW AC Induction,Automatic (A1),0.326,0.3511,0.3818,113.7564
2024,Chevrolet,Equinox EV AWD,Equinox,33.25,35.12,37.41,All-Wheel Drive,47815,285,300,267,144.8,128.7,67 and 180 kW AC Induction,Automatic (A1),0.3325,0.3512,0.3741,113.7888
2024,Mercedes-Benz,EQS 450 4matic,EQS,35.99,35.13,34.1,All-Wheel Drive,47462,345,345,345,126.3,133.3,135 and 135 kW ACPM 3-Phase,Automatic (A1),0.3599,0.3513,0.341,113.8212
2025,Chevrolet,Equinox EV AWD (19 kW Charger),Equinox,32.62,35.17,38.28,All-Wheel Drive,48696,307,329,280,147.6,125.77,67 and 180 kW AC Induction,Automatic (A1),0.3262,0.3517,0.3828,113.9508
2026,Genesis,GV60 AWD Advanced (20 inch Wheels),GV60,32.93,35.17,37.91,All-Wheel Drive,49654,267,284,247,146.2,127,74 and 160 kW PMSM,Automatic (A1),0.3293,0.3517,0.3791,113.9508
2025,Audi,Q6 e-tron (20 inch wheels),Q6 e-tron,32.73,35.21,38.24,Rear-Wheel Drive,48684,298,319,273,147.1,125.9,225 kW PMSM ECCA 3-Phase,Automatic (A1),0.3273,0.3521,0.3824,114.0804
2023,BMW,i4 M50 Gran Coupe (19 inch wheels),i4,35.88,35.22,34.43,All-Wheel Drive,45990,271,0,0,126.1,131.4,TBD,Automatic (A1),0.3588,0.3522,0.3443,114.1128
2024,Chevrolet,Blazer EV AWD,Blazer,32.64,35.22,38.37,All-Wheel Drive,47445,279,299,254,147.5,125.5,67 and 67 kW AC Induction,Automatic (A1),0.3264,0.3522,0.3837,114.1128
2026,BMW,i5 xDrive40 Sedan (20 inch Wheels),i5,34.82,35.22,35.72,All-Wheel Drive,49617,272,275,268,138.3,134.8,190 and 230 kW EESM,Automatic (A1),0.3482,0.3522,0.3572,114.1128
2026,Lexus,"RZ 450e AWD (20 inch Wheels - 235/50R20,255/45R20)",RZ,32.73,35.23,38.28,All-Wheel Drive,50219,228,244,209,147.1,125.8,167 kW AC Synchronous,Automatic (A1),0.3273,0.3523,0.3828,114.1452
2022,BMW,i4 M50 Gran Coupe (19 inch wheels),i4,35.88,35.24,34.46,All-Wheel Drive,45131,270,265.4,276.4,126.1,131.3,190 and 230 kW EESM,Automatic (A1),0.3588,0.3524,0.3446,114.1776
2024,Tesla,Model S Plaid (21in wheels),Model S,33.86,35.24,36.93,All-Wheel Drive,47912,320,332,305,133.5,27.55,"250, 250 and 250 kW ACPM 3-Phase",Automatic (A1),0.3386,0.3524,0.3693,114.1776
2021,Tesla,Model S Performance (21in Wheels),Model S,34.32,35.25,36.38,All-Wheel Drive,43517,334,342.6,323.2,132.6,125.1,149 and 276 kW AC 3-Phase,Automatic (A1),0.3432,0.3525,0.3638,114.21
2024,BMW,i5 eDrive40 Sedan (21 inch Wheels),i5,34.69,35.27,35.99,Rear-Wheel Drive,46925,270,274,265,138.8,133.8,250 kW EESM,Automatic (A1),0.3469,0.3527,0.3599,114.2748
2025,BMW,i5 eDrive40 Sedan (21 inch Wheels),i5,34.69,35.27,35.99,Rear-Wheel Drive,48318,271,275,266,138.8,133.8,250 kW EESM,Automatic (A1),0.3469,0.3527,0.3599,114.2748
2023,Nissan,ARIYA ENGAGE e-4ORCE 63kWh,ARIYA,33.34,35.29,37.68,All-Wheel Drive,46990,205,0,0,144.4,127.8,160 and 160 AC 3-phase,Automatic (A1),0.3334,0.3529,0.3768,114.3396
2024,Nissan,ARIYA ENGAGE e-4ORCE 63kWh,ARIYA,33.34,35.29,37.68,All-Wheel Drive,47853,205,216,191,144.4,127.8,160 and 160 kW AC 3-phase,Automatic (A1),0.3334,0.3529,0.3768,114.3396
2025,Nissan,ARIYA e-4ORCE 63kWh,ARIYA,33.34,35.29,37.68,All-Wheel Drive,48718,205,216,191,144.4,127.8,160 and 160 kW AC 3-phase,Automatic (A1),0.3334,0.3529,0.3768,114.3396
2026,Nissan,ARIYA e-4ORCE 63kWh,ARIYA,33.34,35.29,37.68,All-Wheel Drive,50224,205,216,191,144.4,127.8,160 kW AC 3-phase,Automatic (A1),0.3334,0.3529,0.3768,114.3396
2025,Audi,Q6 e-tron quattro (20 inch wheels),Q6 e-tron,33.09,35.3,38,All-Wheel Drive,48298,295,313,273,145.5,126.7,140 and 280 kW Asynchron ECFA 3-Phase,Automatic (A1),0.3309,0.353,0.38,114.372
2025,Polestar,3 Long Range Single Motor (21 Inch Wheels),3,31.97,35.3,39.37,Rear-Wheel Drive,48725,350,382,310,150.6,122.3,220 kW PMSM,Automatic (A1),0.3197,0.353,0.3937,114.372
2025,Honda,Prologue AWD Elite,Prologue,32.4,35.3,38.83,All-Wheel Drive,49090,283,306,255,148.6,124,67 and 180 kW ACPM,Automatic (A1),0.324,0.353,0.3883,114.372
2026,Honda,Prologue AWD,Prologue,32.4,35.3,38.83,All-Wheel Drive,50207,283,306,255,148.6,124,67 and 180 kW ACPM,Automatic (A1),0.324,0.353,0.3883,114.372
2026,Lexus,RZ 550e AWD,RZ,32.89,35.31,38.28,All-Wheel Drive,50220,229,244,210,146.4,125.8,167 kW AC Synchronous,Automatic (A1),0.3289,0.3531,0.3828,114.4044
2025,Chevrolet,Blazer EV RWD,Blazer,31.91,35.34,39.53,Rear-Wheel Drive,48694,334,366,295,150.9,121.8,255 kW ACPM,Automatic (A1),0.3191,0.3534,0.3953,114.5016
2024,BMW,i4 M50 Gran Coupe (19 inch wheels),i4,36.02,35.36,34.56,4-Wheel Drive,46915,269,264,275,125.6,130.9,230 kW EESM,Automatic (A1),0.3602,0.3536,0.3456,114.5664
2022,Volkswagen,ID.4 AWD Pro S,ID.4,33.88,35.47,37.41,All-Wheel Drive,45258,245,256,231.8,142.14,128.73,80 and 150 kW AC 3-Phase,Automatic (A1),0.3388,0.3547,0.3741,114.9228
2023,Genesis,GV60 ADVANCE,GV60,32.64,35.5,38.99,All-Wheel Drive,45328,248,267.3,223.9,147.5,123.5,74 and 160 kW PMSM,Automatic (A1),0.3264,0.355,0.3899,115.02
2024,Genesis,GV60 Advanced (20 inch Wheels),GV60,32.64,35.5,38.99,All-Wheel Drive,46949,248,268,224,147.5,123.5,160 kW PMSM,Automatic (A1),0.3264,0.355,0.3899,115.02
2025,Genesis,GV60 AWD Advanced (20 inch Wheels),GV60,32.64,35.5,38.99,All-Wheel Drive,48354,248,268,224,147.5,123.5,74 and 160 kW PMSM,Automatic (A1),0.3264,0.355,0.3899,115.02
2026,Polestar,3 Long Range Single Motor (20 Inch Wheels),3,33.02,35.5,38.52,Rear-Wheel Drive,50232,286,306,262,145.8,125,245 kW PMSM,Automatic (A1),0.3302,0.355,0.3852,115.02
2022,Mercedes-Benz,EQS 580 4matic,EQS,36.73,35.52,34.03,All-Wheel Drive,45023,340,0,0,124.5,134.4,135 and 255 kW AC 3-Phase,Automatic (A1),0.3673,0.3552,0.3403,115.0848
2024,Honda,Prologue AWD Touring,Prologue,33.23,35.53,38.34,All-Wheel Drive,47830,281,299,259,144.9,125.6,67 and 180 kW ACPM,Automatic (A1),0.3323,0.3553,0.3834,115.1172
